source,pollster,time,state,primary,ALP,COA,GRN,OTH,tweet_id
ghost,ReachTEL,2017-03-21 15:23:41,Federal,false,48.0,52.0,N/A,N/A,8.442078937589883e+17
ghost,Essential,2017-03-21 06:14:54,Federal,true,37.0,34.0,9.0,0,8.440697901424927e+17
ghost,Essential,2017-03-20 20:30:33,Federal,false,55.0,45.0,N/A,N/A,8.439227317667021e+17
ghost,Newspoll,2017-03-19 11:36:48,Federal,true,0,0,0,0,8.434260204683018e+17
ghost,Newspoll,2017-03-19 10:51:44,Federal,true,35.0,37.0,9.0,0,8.434146811464212e+17
ghost,Newspoll,2017-03-19 10:49:44,Federal,false,52.0,48.0,N/A,N/A,8.434141775321416e+17
ghost,ReachTEL,2017-03-17 20:36:55,Federal,true,34.6,37.5,11.2,4.9,8.428371718201549e+17
ghost,ReachTEL,2017-03-17 12:56:27,Federal,false,53.0,47.0,N/A,N/A,8.427212913544765e+17
ghost,Essential,2017-03-14 06:10:35,Federal,true,36.0,35.0,9.0,0,8.415319877393285e+17
ghost,Essential,2017-03-14 06:10:02,Federal,false,53.0,47.0,N/A,N/A,8.415318487779e+17
ghost,Essential,2017-03-07 06:59:17,Federal,true,37.0,37.0,9.0,0,8.390075291158938e+17
ghost,Essential,2017-03-07 06:58:43,Federal,false,53.0,47.0,N/A,N/A,8.390073845592105e+17
ghost,Essential,2017-02-28 06:14:20,Federal,true,37.0,37.0,9.0,0,8.364594998000108e+17
ghost,Essential,2017-02-28 06:12:53,Federal,false,53.0,47.0,N/A,N/A,8.364591359776768e+17
ghost,ReachTEL,2017-02-26 22:39:52,Federal,true,27.1,33.2,3.0,0,8.359827430873743e+17
ghost,ReachTEL,2017-02-26 22:38:46,Federal,false,0,51.5,N/A,N/A,8.35982465030185e+17
ghost,ReachTEL,2017-02-26 22:38:14,Federal,false,44.0,56.0,N/A,N/A,8.359823341511516e+17
ghost,Newspoll,2017-02-26 11:22:57,Federal,true,37.0,34.0,10.0,0,8.358123903315395e+17
ghost,Newspoll,2017-02-26 11:21:52,Federal,false,55.0,45.0,N/A,N/A,8.358121206042296e+17
ghost,Essential,2017-02-21 06:16:16,Federal,true,34.0,36.0,10.0,0,8.339232723915653e+17
ghost,Essential,2017-02-21 06:15:45,Federal,false,52.0,48.0,N/A,N/A,8.339231410134262e+17
ghost,Essential,2017-02-14 06:15:22,Federal,true,35.0,36.0,9.0,0,8.313863304666276e+17
ghost,Essential,2017-02-14 06:14:09,Federal,false,52.0,48.0,N/A,N/A,8.313860236784558e+17
ghost,Galaxy,2017-02-13 11:55:46,Federal,true,29.0,35.0,8.0,0,8.3110960949026e+17
ghost,Galaxy,2017-02-13 11:54:48,Federal,false,49.0,51.0,N/A,N/A,8.311093653482496e+17
ghost,Essential,2017-02-07 07:28:49,Federal,true,37.0,36.0,8.0,0,8.28868099172479e+17
ghost,Essential,2017-02-07 07:28:15,Federal,false,53.0,47.0,N/A,N/A,8.288679580593807e+17
ghost,Newspoll,2017-02-05 11:21:09,Federal,true,36.0,35.0,10.0,0,8.282017947401626e+17
ghost,Newspoll,2017-02-05 11:19:10,Federal,false,54.0,46.0,N/A,N/A,8.28201292753363e+17
ghost,Essential,2017-01-31 06:18:02,Federal,true,37.0,35.0,9.0,0,8.263135737857597e+17
ghost,Essential,2017-01-31 06:17:34,Federal,false,54.0,46.0,N/A,N/A,8.263134556699075e+17
ghost,Essential,2017-01-24 06:21:48,Federal,true,37.0,35.0,10.0,0,8.237778046133576e+17
ghost,Essential,2017-01-24 06:20:56,Federal,false,54.0,46.0,N/A,N/A,8.237775868367503e+17
ghost,Essential,2017-01-17 06:16:23,Federal,true,37.0,38.0,9.0,0,8.212397271813489e+17
ghost,Essential,2017-01-17 06:15:51,Federal,false,53.0,47.0,N/A,N/A,8.212395941421834e+17
ghost,ReachTEL,2017-01-15 13:49:25,Federal,true,35.0,37.1,9.8,0,8.206289597505495e+17
ghost,ReachTEL,2017-01-15 13:31:59,Federal,false,54.0,46.0,N/A,N/A,8.206245734481347e+17
ghost,Essential,2016-12-20 06:14:13,Federal,true,37.0,37.0,10.0,0,8.110923196130017e+17
ghost,Essential,2016-12-20 06:13:57,Federal,false,53.0,47.0,N/A,N/A,8.110922537582674e+17
ghost,Essential,2016-12-13 07:21:59,Federal,true,37.0,37.0,9.0,0,8.085726603135058e+17
ghost,Essential,2016-12-13 07:21:09,Federal,false,53.0,47.0,N/A,N/A,8.085724495874826e+17
ghost,Essential,2016-12-06 06:12:19,Federal,true,36.0,38.0,9.0,0,8.060184118766182e+17
ghost,Essential,2016-12-06 06:11:31,Federal,false,52.0,48.0,N/A,N/A,8.060182134063104e+17
ghost,Newspoll,2016-12-05 11:33:27,Federal,true,36.0,39.0,10.0,0,8.057368432410993e+17
ghost,Newspoll,2016-12-05 11:32:15,Federal,false,52.0,48.0,N/A,N/A,8.057365407689114e+17
ghost,Essential,2016-11-29 10:03:37,Federal,true,36.0,39.0,9.0,0,8.035399068908544e+17
ghost,Essential,2016-11-29 10:03:04,Federal,false,51.0,49.0,N/A,N/A,8.035397692505907e+17
ghost,Ipsos,2016-11-27 12:58:28,Federal,true,30.0,36.0,16.0,0,8.028591336029307e+17
ghost,Ipsos,2016-11-27 12:02:32,Federal,false,51.0,49.0,N/A,N/A,8.028450571160945e+17
ghost,Essential,2016-11-22 06:14:00,Federal,true,37.0,38.0,10.0,0,8.009454060581847e+17
ghost,Essential,2016-11-22 06:13:24,Federal,false,52.0,48.0,N/A,N/A,8.009452576091873e+17
ghost,Newspoll,2016-11-21 11:32:46,Federal,true,38.0,38.0,10.0,0,8.006632395707965e+17
ghost,Newspoll,2016-11-21 11:32:20,Federal,false,53.0,47.0,N/A,N/A,8.006631318401229e+17
ghost,Essential,2016-11-15 06:17:12,Federal,true,37.0,37.0,11.0,0,7.984094977987256e+17
ghost,Essential,2016-11-15 06:15:20,Federal,false,53.0,47.0,N/A,N/A,7.984090262037791e+17
ghost,Galaxy,2016-11-14 06:28:42,Federal,true,30.0,39.0,8.0,0,7.98050002618622e+17
ghost,Galaxy,2016-11-14 06:28:22,Federal,false,48.0,52.0,N/A,N/A,7.980499173735137e+17
ghost,Essential,2016-11-08 06:24:23,Federal,true,37.0,38.0,10.0,0,7.958745892554424e+17
ghost,Essential,2016-11-08 06:23:39,Federal,false,53.0,47.0,N/A,N/A,7.958744045802414e+17
ghost,Newspoll,2016-11-07 11:18:20,Federal,true,38.0,39.0,10.0,0,7.955861761700864e+17
ghost,Newspoll,2016-11-07 11:17:51,Federal,false,53.0,47.0,N/A,N/A,7.95586054254252e+17
ghost,Essential,2016-11-01 06:12:29,Federal,true,37.0,38.0,10.0,0,7.933348794380575e+17
ghost,Essential,2016-11-01 06:11:45,Federal,false,52.0,48.0,N/A,N/A,7.9333469541709e+17
ghost,Essential,2016-10-25 07:23:52,Federal,true,37.0,38.0,10.0,0,7.90816127194497e+17
ghost,Essential,2016-10-25 07:23:17,Federal,false,52.0,48.0,N/A,N/A,7.90815981593428e+17
ghost,Newspoll,2016-10-24 12:04:47,Federal,true,37.0,39.0,10.0,0,7.90524434822017e+17
ghost,Newspoll,2016-10-24 12:04:21,Federal,false,52.0,48.0,N/A,N/A,7.905243287228252e+17
ghost,Morgan,2016-10-24 09:24:29,Federal,false,55.0,45.0,N/A,N/A,7.904840949205033e+17
ghost,Essential,2016-10-18 06:15:34,Federal,true,37.0,37.0,11.0,0,7.882622277531156e+17
ghost,Essential,2016-10-18 06:15:04,Federal,false,53.0,47.0,N/A,N/A,7.882620980651663e+17
ghost,Essential,2016-10-11 06:55:57,Federal,true,36.0,38.0,10.0,0,7.857356724264018e+17
ghost,Essential,2016-10-11 06:55:14,Federal,false,52.0,48.0,N/A,N/A,7.857354935897539e+17
ghost,Newspoll,2016-10-09 12:28:11,Federal,true,36.0,39.0,10.0,0,7.850945071423898e+17
ghost,Newspoll,2016-10-09 12:27:37,Federal,false,52.0,48.0,N/A,N/A,7.8509436483806e+17
ghost,Essential,2016-10-05 06:14:43,Federal,true,36.0,40.0,8.0,0,7.835509690741555e+17
ghost,Essential,2016-10-05 06:14:04,Federal,false,51.0,49.0,N/A,N/A,7.835508056473395e+17
ghost,Essential,2016-09-27 07:10:44,Federal,true,36.0,39.0,9.0,0,7.80665963003818e+17
ghost,Essential,2016-09-27 07:10:15,Federal,false,52.0,48.0,N/A,N/A,7.80665840127447e+17
ghost,Newspoll,2016-09-26 13:32:53,Federal,true,37.0,38.0,10.0,0,7.80399746070356e+17
ghost,Newspoll,2016-09-26 13:31:40,Federal,false,52.0,48.0,N/A,N/A,7.803994412242125e+17
ghost,Essential,2016-09-20 07:09:47,Federal,true,37.0,37.0,10.0,0,7.781290089575465e+17
ghost,Essential,2016-09-20 07:09:00,Federal,false,52.0,48.0,N/A,N/A,7.781288129156915e+17
ghost,Essential,2016-09-13 07:29:33,Federal,true,37.0,38.0,10.0,0,7.755972677891113e+17
ghost,Essential,2016-09-13 07:28:54,Federal,false,52.0,48.0,N/A,N/A,7.755971042531983e+17
ghost,Newspoll,2016-09-12 12:32:19,Federal,true,36.0,41.0,9.0,0,7.753110736415048e+17
ghost,Newspoll,2016-09-12 12:31:29,Federal,false,50.0,50.0,N/A,N/A,7.753108665141944e+17
ghost,Essential,2016-09-06 07:26:57,Federal,true,37.0,39.0,10.0,0,7.730599017612657e+17
ghost,Essential,2016-09-06 07:26:24,Federal,false,52.0,48.0,N/A,N/A,7.730597596792996e+17
ghost,Essential,2016-08-30 07:04:09,Federal,true,37.0,40.0,10.0,0,7.705174462183055e+17
ghost,Essential,2016-08-30 07:03:40,Federal,false,51.0,49.0,N/A,N/A,7.705173257746309e+17
ghost,Newspoll,2016-08-29 13:43:47,Federal,true,36.0,41.0,9.0,0,7.702556284722463e+17
ghost,Newspoll,2016-08-29 13:42:18,Federal,false,50.0,50.0,N/A,N/A,7.702552584884142e+17
ghost,Essential,2016-08-23 07:08:24,Federal,true,36.0,39.0,10.0,0,7.679818028833956e+17
ghost,Essential,2016-08-23 07:07:28,Federal,false,51.0,49.0,N/A,N/A,7.679815644498616e+17
ghost,Essential,2016-08-16 07:24:29,Federal,true,37.0,39.0,10.0,0,7.654491337547244e+17
ghost,Essential,2016-08-16 07:23:58,Federal,false,52.0,48.0,N/A,N/A,7.654490034167194e+17
ghost,Essential,2016-08-09 07:20:35,Federal,true,37.0,40.0,10.0,0,7.629114377358582e+17
ghost,Essential,2016-08-09 07:19:26,Federal,false,52.0,48.0,N/A,N/A,7.629111460808049e+17
ghost,Essential,2016-08-02 07:34:26,Federal,true,37.0,39.0,10.0,0,7.60378208197804e+17
ghost,Essential,2016-08-02 07:34:03,Federal,false,52.0,48.0,N/A,N/A,7.603781110829343e+17
ghost,Essential,2016-07-26 07:14:24,Federal,true,37.0,39.0,10.0,0,7.578364508092498e+17
ghost,Essential,2016-07-26 07:13:47,Federal,false,52.0,48.0,N/A,N/A,7.578362959052186e+17
ghost,Essential,2016-07-19 07:11:54,Federal,true,36.0,39.0,10.0,0,7.552991075230802e+17
ghost,Essential,2016-07-19 07:11:21,Federal,false,51.0,49.0,N/A,N/A,7.552989690690355e+17
ghost,Essential,2016-07-12 07:13:49,Federal,true,36.0,41.0,10.0,0,7.527628729968599e+17
ghost,Essential,2016-07-12 07:13:02,Federal,false,51.0,49.0,N/A,N/A,7.527626783937044e+17
ghost,Essential,2016-07-06 07:09:26,Federal,true,37.0,41.0,10.0,0,7.505874424329748e+17
ghost,Essential,2016-07-06 07:08:59,Federal,false,50.0,50.0,N/A,N/A,7.505873309316137e+17
ghost,Newspoll,2016-07-01 13:05:46,Federal,true,35.0,42.0,10.0,0,7.488651785616876e+17
ghost,Newspoll,2016-07-01 13:01:01,Federal,false,49.5,50.5,N/A,N/A,7.488639824553001e+17
ghost,Essential,2016-07-01 08:35:23,Federal,true,34.5,42.5,11.5,0,7.48797135756202e+17
ghost,Essential,2016-07-01 08:34:28,Federal,false,49.5,50.5,N/A,N/A,7.487969021083853e+17
ghost,ReachTEL,2016-07-01 08:12:18,Federal,true,34.6,42.8,10.7,0,7.48791327031042e+17
ghost,ReachTEL,2016-07-01 08:04:07,Federal,false,49.0,51.0,N/A,N/A,7.487892644233257e+17
ghost,Ipsos,2016-06-30 22:29:20,Federal,true,31.0,34.0,12.0,0,7.486446163295314e+17
ghost,Ipsos,2016-06-30 22:28:27,Federal,true,32.0,38.0,19.0,0,7.486443963340923e+17
ghost,Ipsos,2016-06-30 22:24:22,Federal,false,51.0,49.0,N/A,N/A,7.486433688596357e+17
ghost,Ipsos,2016-06-30 22:23:52,Federal,false,43.0,57.0,N/A,N/A,7.48643241403134e+17
ghost,Ipsos,2016-06-30 22:23:07,Federal,false,43.0,57.0,N/A,N/A,7.486430514263204e+17
ghost,Ipsos,2016-06-30 22:22:29,Federal,false,54.0,46.0,N/A,N/A,7.486428932339466e+17
ghost,Ipsos,2016-06-30 22:22:01,Federal,false,51.0,49.0,N/A,N/A,7.486427770475233e+17
ghost,Galaxy,2016-06-30 13:03:45,Federal,true,36.0,43.0,10.0,0,7.485022829294838e+17
ghost,Galaxy,2016-06-30 11:28:49,Federal,false,49.0,51.0,N/A,N/A,7.484783911127245e+17
ghost,Ipsos,2016-06-30 10:05:42,Federal,true,33.0,40.0,13.0,0,7.484574766689321e+17
ghost,Ipsos,2016-06-30 09:06:52,Federal,false,50.0,50.0,N/A,N/A,7.48442669613912e+17
ghost,Essential,2016-06-28 02:24:54,Federal,true,37.0,39.0,10.0,0,7.476167347277742e+17
ghost,Essential,2016-06-28 02:24:26,Federal,false,51.0,49.0,N/A,N/A,7.476166176563528e+17
ghost,Newspoll,2016-06-26 12:33:06,Federal,true,36.0,43.0,9.0,0,7.470450171270062e+17
ghost,Newspoll,2016-06-26 12:32:33,Federal,false,49.0,51.0,N/A,N/A,7.470448793105531e+17
ghost,Galaxy,2016-06-26 00:00:53,Federal,true,35.0,42.0,11.0,0,7.468557186161295e+17
ghost,Galaxy,2016-06-26 00:00:33,Federal,false,50.0,50.0,N/A,N/A,7.468556310851502e+17
ghost,ReachTEL,2016-06-24 08:12:18,Federal,true,33.7,42.3,10.5,0,7.462546120474214e+17
ghost,ReachTEL,2016-06-24 08:07:34,Federal,false,49.0,51.0,N/A,N/A,7.462534204792095e+17
ghost,Essential,2016-06-21 07:19:36,Federal,true,37.0,40.0,10.0,0,7.451541854531748e+17
ghost,Essential,2016-06-21 07:19:08,Federal,false,51.0,49.0,N/A,N/A,7.451540675932037e+17
ghost,Newspoll,2016-06-19 12:36:02,Federal,true,36.0,41.0,10.0,0,7.445090426602824e+17
ghost,Newspoll,2016-06-19 12:34:24,Federal,false,50.0,50.0,N/A,N/A,7.44508630909608e+17
ghost,Ipsos,2016-06-17 23:53:12,Federal,true,20.0,39.0,15.0,0,7.439546807246316e+17
ghost,Ipsos,2016-06-17 23:52:24,Federal,false,44.0,56.0,N/A,N/A,7.439544776070595e+17
ghost,Ipsos,2016-06-17 23:52:00,Federal,true,33.0,39.0,14.0,0,7.4395437758131e+17
ghost,Ipsos,2016-06-17 23:51:35,Federal,false,49.0,51.0,N/A,N/A,7.439542718345134e+17
ghost,Ipsos,2016-06-17 23:51:13,Federal,true,31.0,39.0,13.0,0,7.439541831039959e+17
ghost,Ipsos,2016-06-17 23:50:33,Federal,false,49.0,51.0,N/A,N/A,7.439540151808492e+17
ghost,Ipsos,2016-06-17 23:50:12,Federal,true,35.0,36.0,15.0,0,7.439539248774881e+17
ghost,Ipsos,2016-06-17 23:49:42,Federal,false,55.0,45.0,N/A,N/A,7.439537996733522e+17
ghost,Ipsos,2016-06-17 23:49:04,Federal,true,36.0,41.0,13.0,0,7.43953641300648e+17
ghost,Ipsos,2016-06-17 23:48:32,Federal,false,51.0,49.0,N/A,N/A,7.439535069947945e+17
ghost,Ipsos,2016-06-17 13:51:30,Federal,true,33.0,39.0,14.0,0,7.438032557764157e+17
ghost,ReachTEL,2016-06-17 08:14:18,Federal,true,33.6,43.5,9.1,0,7.437183991637934e+17
ghost,ReachTEL,2016-06-17 08:07:24,Federal,false,49.0,51.0,N/A,N/A,7.437166632714281e+17
ghost,Ipsos,2016-06-17 07:40:29,Federal,true,33.0,39.0,0,0,7.437098896382362e+17
ghost,Ipsos,2016-06-17 07:37:50,Federal,false,51.0,49.0,N/A,N/A,7.437092209109934e+17
ghost,Essential,2016-06-15 07:05:08,Federal,true,37.0,41.0,10.0,0,7.429762168907694e+17
ghost,Essential,2016-06-15 07:04:40,Federal,false,51.0,49.0,N/A,N/A,7.429760973405594e+17
ghost,ReachTEL,2016-06-10 08:42:21,Federal,true,33.2,42.7,9.9,0,7.411887418557276e+17
ghost,ReachTEL,2016-06-10 08:07:08,Federal,false,50.0,50.0,N/A,N/A,7.411798807971799e+17
ghost,Essential,2016-06-07 07:10:20,Federal,true,36.0,41.0,10.0,0,7.400784210326323e+17
ghost,Essential,2016-06-07 07:09:42,Federal,false,50.0,50.0,N/A,N/A,7.400782633058058e+17
ghost,Newspoll,2016-06-05 12:32:18,Federal,true,35.0,40.0,10.0,0,7.394346719146353e+17
ghost,Newspoll,2016-06-05 12:31:34,Federal,false,50.0,50.0,N/A,N/A,7.39434488699093e+17
ghost,Ipsos,2016-06-03 22:57:23,Federal,false,52.0,48.0,N/A,N/A,7.388672032697549e+17
ghost,Ipsos,2016-06-03 22:57:09,Federal,false,56.0,44.0,N/A,N/A,7.388671438364754e+17
ghost,Ipsos,2016-06-03 22:56:52,Federal,false,45.0,55.0,N/A,N/A,7.388670753392763e+17
ghost,Ipsos,2016-06-03 22:56:33,Federal,false,59.0,41.0,N/A,N/A,7.38866993747497e+17
ghost,Ipsos,2016-06-03 22:56:04,Federal,false,48.0,52.0,N/A,N/A,7.388668730312663e+17
ghost,Ipsos,2016-06-03 10:07:57,Federal,true,36.0,42.0,13.0,0,7.386735697736909e+17
ghost,Ipsos,2016-06-03 10:03:51,Federal,false,51.0,49.0,N/A,N/A,7.386725357435617e+17
ghost,ReachTEL,2016-06-03 08:19:04,Federal,true,34.9,41.5,10.1,0,7.38646169593643e+17
ghost,ReachTEL,2016-06-03 08:05:53,Federal,false,50.0,50.0,N/A,N/A,7.38642850833793e+17
ghost,Essential,2016-05-31 07:34:36,Federal,true,35.0,41.0,9.0,0,7.375478160509051e+17
ghost,Essential,2016-05-31 07:33:44,Federal,false,49.0,51.0,N/A,N/A,7.375475967349555e+17
ghost,Morgan,2016-05-30 07:09:11,Federal,true,25.0,31.0,8.5,0,7.371790304163267e+17
ghost,Morgan,2016-05-30 07:05:42,Federal,true,32.5,37.5,13.0,0,7.371781533076685e+17
ghost,Morgan,2016-05-30 07:04:52,Federal,false,51.0,49.0,N/A,N/A,7.371779452533801e+17
ghost,ReachTEL,2016-05-27 08:26:44,Federal,true,36.5,41.1,9.6,0,7.361113808650281e+17
ghost,ReachTEL,2016-05-27 08:06:19,Federal,false,52.0,48.0,N/A,N/A,7.361062462986895e+17
ghost,Essential,2016-05-24 07:04:10,Federal,true,37.0,41.0,9.0,0,7.350034384680591e+17
ghost,Essential,2016-05-24 07:03:32,Federal,false,51.0,49.0,N/A,N/A,7.350032807077069e+17
ghost,Newspoll,2016-05-22 12:35:24,Federal,true,36.0,41.0,11.0,0,7.343620211105178e+17
ghost,Newspoll,2016-05-22 12:25:35,Federal,false,51.0,49.0,N/A,N/A,7.343595510806938e+17
ghost,Ipsos,2016-05-20 14:18:18,Federal,true,34.0,43.0,14.0,0,7.336631435287839e+17
ghost,Ipsos,2016-05-20 08:26:01,Federal,false,49.0,51.0,N/A,N/A,7.335744885377188e+17
ghost,ReachTEL,2016-05-20 08:16:32,Federal,true,36.6,42.6,9.9,0,7.335720990385684e+17
ghost,ReachTEL,2016-05-20 08:11:08,Federal,false,50.0,50.0,N/A,N/A,7.335707412626473e+17
ghost,Essential,2016-05-17 07:12:26,Federal,true,38.0,42.0,9.0,0,7.324688074788618e+17
ghost,Essential,2016-05-17 07:12:06,Federal,false,51.0,49.0,N/A,N/A,7.324687199731098e+17
ghost,Morgan,2016-05-16 07:52:48,Federal,true,33.0,36.5,15.5,0,7.321165771396137e+17
ghost,Morgan,2016-05-16 07:50:11,Federal,false,52.5,47.5,N/A,N/A,7.321159176608195e+17
ghost,Galaxy,2016-05-14 00:55:20,Federal,true,33.0,46.0,9.0,2.0,7.312867402000876e+17
ghost,Galaxy,2016-05-13 12:18:36,Federal,false,46.0,54.0,N/A,N/A,7.310963043533128e+17
ghost,Essential,2016-05-10 07:12:20,Federal,true,38.0,42.0,10.0,0,7.29932066972799e+17
ghost,Essential,2016-05-10 07:11:29,Federal,false,51.0,49.0,N/A,N/A,7.299318495568404e+17
ghost,Ipsos,2016-05-08 13:52:36,Federal,true,33.0,44.0,14.0,0,7.293080187859845e+17
ghost,Newspoll,2016-05-08 12:36:07,Federal,true,37.0,41.0,11.0,0,7.292887719721452e+17
ghost,Newspoll,2016-05-08 12:34:59,Federal,false,51.0,49.0,N/A,N/A,7.292884875437916e+17
ghost,Ipsos,2016-05-08 08:11:49,Federal,false,49.0,51.0,N/A,N/A,7.29222259378774e+17
ghost,Galaxy,2016-05-07 23:59:53,Federal,true,36.0,42.0,11.0,0,7.2909845877939e+17
ghost,Galaxy,2016-05-07 23:59:23,Federal,false,50.0,50.0,N/A,N/A,7.29098335991169e+17
ghost,ReachTEL,2016-05-06 08:19:30,Federal,true,35.1,44.2,9.5,0,7.284994152923873e+17
ghost,ReachTEL,2016-05-06 08:18:41,Federal,false,50.0,50.0,N/A,N/A,7.284992119902413e+17
ghost,Essential,2016-05-03 07:26:16,Federal,true,38.0,40.0,10.0,0,7.273988560071434e+17
ghost,Essential,2016-05-03 07:25:57,Federal,false,52.0,48.0,N/A,N/A,7.273987756652175e+17
ghost,Morgan,2016-05-02 07:28:04,Federal,true,32.5,40.0,13.5,0,7.27036921679999e+17
ghost,Morgan,2016-05-02 07:26:33,Federal,false,51.0,49.0,N/A,N/A,7.270365392517489e+17
ghost,Essential,2016-04-27 07:26:39,Federal,true,39.0,40.0,10.0,0,7.252246247791862e+17
ghost,Essential,2016-04-27 07:26:09,Federal,false,52.0,48.0,N/A,N/A,7.252244986858455e+17
ghost,Essential,2016-04-19 04:29:54,Federal,true,36.0,42.0,11.0,0,7.222810418644337e+17
ghost,Essential,2016-04-19 04:29:25,Federal,false,50.0,50.0,N/A,N/A,7.2228092203742e+17
ghost,Morgan,2016-04-18 07:30:41,Federal,true,32.0,40.5,14.0,0,7.219641507845489e+17
ghost,Morgan,2016-04-18 07:29:55,Federal,false,50.0,50.0,N/A,N/A,7.219639576661852e+17
ghost,Newspoll,2016-04-17 13:46:37,Federal,true,36.0,41.0,11.0,0,7.216963701265121e+17
ghost,Newspoll,2016-04-17 13:45:56,Federal,false,51.0,49.0,N/A,N/A,7.216961966710497e+17
ghost,Ipsos,2016-04-17 09:07:38,Federal,true,33.0,42.0,14.0,0,7.216261620787036e+17
ghost,Ipsos,2016-04-17 08:57:26,Federal,false,50.0,50.0,N/A,N/A,7.21623595126956e+17
ghost,ReachTEL,2016-04-15 08:14:03,Federal,true,35.8,43.5,9.8,0,7.20887900427006e+17
ghost,ReachTEL,2016-04-15 08:07:17,Federal,false,50.0,50.0,N/A,N/A,7.208861960212398e+17
ghost,Essential,2016-04-12 07:09:38,Federal,true,35.0,42.0,11.0,0,7.197845266631967e+17
ghost,Essential,2016-04-12 07:09:12,Federal,false,50.0,50.0,N/A,N/A,7.197844151617905e+17
ghost,Essential,2016-04-05 07:28:52,Federal,true,37.0,42.0,10.0,0,7.172526494064312e+17
ghost,Essential,2016-04-05 07:28:28,Federal,false,50.0,50.0,N/A,N/A,7.17252551523967e+17
ghost,Newspoll,2016-04-04 12:18:03,Federal,true,36.0,41.0,11.0,0,7.16963038121726e+17
ghost,Newspoll,2016-04-04 12:17:07,Federal,false,51.0,49.0,N/A,N/A,7.169628026366935e+17
ghost,Morgan,2016-04-04 08:57:09,Federal,true,31.0,42.0,13.0,0,7.169124801281106e+17
ghost,Morgan,2016-04-04 08:56:13,Federal,false,47.5,52.5,N/A,N/A,7.169122431247974e+17
ghost,Essential,2016-03-30 06:32:43,Federal,true,38.0,43.0,9.0,0,7.150641930079273e+17
ghost,Essential,2016-03-30 06:31:07,Federal,false,50.0,50.0,N/A,N/A,7.150637915333427e+17
